YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2018,Butte,Enloe Medical Center – Esplanade,106040962,GI Hemorrhage,2.1,11,441,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Heart Failure,3.6,26,702,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Hip Fracture,2.4,10,214,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,PCI,5.6,13,270,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Cancer,10.8,1,4,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Other,.,.,.,,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Pancreatic Resection,9,1,5,As Expected,-121.84918,39.74226
2018,Butte,Enloe Medical Center – Esplanade,106040962,Pneumonia,3.9,23,519,As Expected,-121.84918,39.74226
2018,Calaveras,Mark Twain Medical Center,106050932,AAA Repair Unruptured,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,AMI,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke,13.8,1,18,As Expected,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Hemorrhagic,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Ischemic,7.6,1,18,As Expected,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Acute Stroke Subarachnoid,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Carotid Endarterectomy,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Espophageal Resection,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,GI Hemorrhage,0,0,4,As Expected,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Heart Failure,3.3,2,39,As Expected,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Hip Fracture,0,0,21,As Expected,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,PCI,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Cancer,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Other,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Pancreatic Resection,.,.,.,,-120.67095,38.19057
2018,Calaveras,Mark Twain Medical Center,106050932,Pneumonia,4.8,2,40,As Expected,-120.67095,38.19057
2018,Colusa,Colusa Medical Center,106060870,AAA Repair Unruptured,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,AMI,0,0,6,As Expected,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Acute Stroke,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Acute Stroke Hemorrhagic,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Acute Stroke Ischemic,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Acute Stroke Subarachnoid,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Carotid Endarterectomy,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Espophageal Resection,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,GI Hemorrhage,0,0,13,As Expected,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Heart Failure,0,0,41,As Expected,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Hip Fracture,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,PCI,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Pancreatic Cancer,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Pancreatic Other,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Pancreatic Resection,.,.,.,,-122.00034,39.20731
2018,Colusa,Colusa Medical Center,106060870,Pneumonia,0,0,27,As Expected,-122.00034,39.20731
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,AAA Repair Unruptured,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,AMI,0,0,29,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke,0,0,57,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Hemorrhagic,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Ischemic,0,0,57,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Acute Stroke Subarachnoid,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Carotid Endarterectomy,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Espophageal Resection,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,GI Hemorrhage,4.6,2,85,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Heart Failure,1.2,2,296,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Hip Fracture,0,0,24,As Expected,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,PCI,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Cancer,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Other,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Resection,.,.,.,,-122.13101,38.00646
2018,Contra Costa,Contra Costa Regional Medical Center,106070924,Pneumonia,0,0,94,As Expected,-122.13101,38.00646
2018,Contra Costa,Sutter Delta Medical Center,106070934,AAA Repair Unruptured,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,AMI,4.5,8,210,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke,5.5,6,91,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Hemorrhagic,23.9,2,3,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Ischemic,2,3,87,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Acute Stroke Subarachnoid,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Carotid Endarterectomy,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Espophageal Resection,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,GI Hemorrhage,2.3,5,218,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Heart Failure,1,6,518,Better,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Hip Fracture,1,1,60,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,PCI,4.8,7,193,As Expected,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Cancer,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Other,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Resection,.,.,.,,-121.8054,37.98222
2018,Contra Costa,Sutter Delta Medical Center,106070934,Pneumonia,1.2,2,153,As Expected,-121.8054,37.98222
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,AAA Repair Unruptured,,,,,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,AMI,5,6,113,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke,10.3,99,577,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Hemorrhagic,21.5,41,164,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Ischemic,6.3,47,371,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Acute Stroke Subarachnoid,25,11,42,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Carotid Endarterectomy,0,0,8,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Espophageal Resection,.,.,.,,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,GI Hemorrhage,2.1,11,392,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Heart Failure,2.8,29,596,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Hip Fracture,1.8,5,242,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,PCI,2.5,1,55,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Cancer,.,.,.,,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Other,0,0,5,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Resection,0,0,7,As Expected,-122.040781,37.91304
2018,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pneumonia,1.9,9,313,As Expected,-122.040781,37.91304
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,AAA Repair Unruptured,,,,,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,AMI,3.7,9,261,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke,5.5,9,210,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Hemorrhagic,7.1,2,42,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Ischemic,4.7,7,162,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Acute Stroke Subarachnoid,0,0,6,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Carotid Endarterectomy,0,0,26,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Espophageal Resection,.,.,.,,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,GI Hemorrhage,2.7,6,189,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Heart Failure,2.4,15,377,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Hip Fracture,1.8,6,264,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,PCI,2.5,3,215,As Expected,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Cancer,.,.,.,,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Other,.,.,.,,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Resection,.,.,.,,-122.05828,37.8923
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pneumonia,5.3,13,180,As Expected,-122.05828,37.8923
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,AAA Repair Unruptured,0,0,31,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,AMI,5.4,22,398,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke,6.5,9,185,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Hemorrhagic,23,3,6,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Ischemic,3.1,6,179,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Acute Stroke Subarachnoid,.,.,.,,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Carotid Endarterectomy,0,0,64,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Espophageal Resection,0,0,7,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,GI Hemorrhage,2.1,6,309,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Heart Failure,2.4,22,773,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Hip Fracture,0,0,80,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,PCI,2.9,9,280,As Expected,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Cancer,.,.,.,,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Other,.,.,.,,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Resection,.,.,.,,-122.03874,37.98615
2018,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pneumonia,2.5,7,234,As Expected,-122.03874,37.98615
2018,Contra Costa,San Ramon Regional Medical Center,106074017,AAA Repair Unruptured,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,AMI,4.9,4,99,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke,14.4,8,116,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Hemorrhagic,100,2,3,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Ischemic,6.4,6,113,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Acute Stroke Subarachnoid,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Carotid Endarterectomy,0,0,20,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Espophageal Resection,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,GI Hemorrhage,1.7,2,149,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Heart Failure,2.9,6,145,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Hip Fracture,0,0,44,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,PCI,4.6,2,69,As Expected,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Cancer,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Other,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Resection,.,.,.,,-121.95884,37.77549
2018,Contra Costa,San Ramon Regional Medical Center,106074017,Pneumonia,3.1,7,179,As Expected,-121.95884,37.77549
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,AAA Repair Unruptured,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,AMI,2.5,2,59,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke,9.1,14,134,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Hemorrhagic,25.2,8,31,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Ischemic,4.1,6,103,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Acute Stroke Subarachnoid,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Carotid Endarterectomy,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Espophageal Resection,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,GI Hemorrhage,2.2,3,114,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Heart Failure,3.4,13,316,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Hip Fracture,1.1,1,86,As Expected,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,PCI,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Cancer,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Other,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Resection,.,.,.,,-121.776854,37.951975
2018,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pneumonia,2.3,3,101,As Expected,-121.776854,37.951975
2018,Del Norte,Sutter Coast Hospital,106084001,AAA Repair Unruptured,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,AMI,0,0,10,As Expected,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Acute Stroke,13.5,4,29,As Expected,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Acute Stroke Hemorrhagic,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Acute Stroke Ischemic,9.4,4,28,As Expected,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Acute Stroke Subarachnoid,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Carotid Endarterectomy,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Espophageal Resection,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,GI Hemorrhage,0,0,35,As Expected,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Heart Failure,0,0,100,Better,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Hip Fracture,2.6,2,44,As Expected,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,PCI,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Cancer,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Other,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Resection,.,.,.,,-124.19514,41.77278
2018,Del Norte,Sutter Coast Hospital,106084001,Pneumonia,1.4,1,52,As Expected,-124.19514,41.77278
2018,El Dorado,Barton Memorial Hospital,106090793,AAA Repair Unruptured,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,AMI,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Acute Stroke,15.5,3,10,As Expected,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Acute Stroke Hemorrhagic,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Acute Stroke Ischemic,0,0,7,As Expected,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Acute Stroke Subarachnoid,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Carotid Endarterectomy,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Espophageal Resection,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,GI Hemorrhage,0,0,24,As Expected,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Heart Failure,0,0,59,As Expected,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Hip Fracture,0,0,18,As Expected,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,PCI,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Cancer,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Other,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Resection,.,.,.,,-119.99758,38.91228
2018,El Dorado,Barton Memorial Hospital,106090793,Pneumonia,4.1,2,69,As Expected,-119.99758,38.91228
2018,El Dorado,Marshall Medical Center,106090933,AAA Repair Unruptured,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,AMI,8.2,4,24,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Acute Stroke,11.1,8,90,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Acute Stroke Hemorrhagic,23.4,3,5,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Acute Stroke Ischemic,6.5,5,85,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Acute Stroke Subarachnoid,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Carotid Endarterectomy,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Espophageal Resection,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,GI Hemorrhage,1.6,3,158,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Heart Failure,2.3,6,241,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Hip Fracture,0.7,1,87,As Expected,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,PCI,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Pancreatic Cancer,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Pancreatic Other,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Pancreatic Resection,.,.,.,,-120.79092,38.72556
2018,El Dorado,Marshall Medical Center,106090933,Pneumonia,2.9,4,167,As Expected,-120.79092,38.72556
2018,Fresno,Clovis Community Medical Center,106100005,AAA Repair Unruptured,.,.,.,,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,AMI,6.6,10,173,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Acute Stroke,11.8,10,212,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Acute Stroke Hemorrhagic,37.8,3,6,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Acute Stroke Ischemic,4.4,5,204,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Acute Stroke Subarachnoid,.,.,.,,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Carotid Endarterectomy,.,.,.,,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Espophageal Resection,.,.,.,,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,GI Hemorrhage,1.8,7,379,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Heart Failure,2.4,13,448,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Hip Fracture,2.3,4,169,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,PCI,2.9,4,140,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Pancreatic Cancer,8,2,10,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Pancreatic Other,0,0,3,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Pancreatic Resection,6.6,2,13,As Expected,-119.66072,36.83745
2018,Fresno,Clovis Community Medical Center,106100005,Pneumonia,2.7,9,305,As Expected,-119.66072,36.83745
2018,Fresno,Coalinga Regional Medical Center,106100697,AAA Repair Unruptured,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,AMI,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Acute Stroke,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Acute Stroke Hemorrhagic,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Acute Stroke Ischemic,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Acute Stroke Subarachnoid,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Carotid Endarterectomy,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Espophageal Resection,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,GI Hemorrhage,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Heart Failure,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Hip Fracture,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,PCI,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Cancer,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Other,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Resection,.,.,.,,-120.34035,36.15152
2018,Fresno,Coalinga Regional Medical Center,106100697,Pneumonia,0,0,9,As Expected,-120.34035,36.15152
2018,Fresno,Community Regional Medical Center – Fresno,106100717,AAA Repair Unruptured,3.8,2,47,As Expected,-119.784071,36.74252
2018,Fresno,Community Regional Medical Center – Fresno,106100717,AMI,7.7,38,680,As Expected,-119.784071,36.74252
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Acute Stroke,10.8,128,887,Worse,-119.784071,36.74252
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Acute Stroke Hemorrhagic,23.1,81,317,As Expected,-119.784071,36.74252
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Acute Stroke Ischemic,7.2,39,540,Worse,-119.784071,36.74252
2018,Fresno,Community Regional Medical Center – Fresno,106100717,Acute Stroke Subarachnoid,26.1,8,30,As Expected,-119.784071,36.74252
